============================================================
Information listing created by :  liux
Date                           :  11/28/2011 1:59:06 PM
Current work part              :  G:\workdir\whell_rail\ProjectForShentong\partsForProjectShentong\ExampleTunnel\wenwei_s.sim
Node name                      :  shi6w401
============================================================

AFU File Name: G:\workdir\whell_rail\ProjectForShentong\Sol109\velocityofSlab.afu
Record Number: 18
Record Name:   node4f
Function Type: Spectrum
    Max Amplitude = 0.012284 @ Frequency = 3.46449
Spacing:       Even
Data Format:   Complex(Real/Imag)
Abscissa Type: Frequency (Hz)
Ordinate Type: Velocity (m/sec)

Total Point Count: 2021

           X Value          Real             Imaginary

     1.    0.000000E+000    -6.092816E-004    0.000000E+000
     2.    4.949270E-001    -7.288167E-004    -4.993859E-003
     3.    9.898539E-001    -7.688510E-004    -2.978003E-003
     4.    1.484781E+000    -1.391419E-003    4.424620E-004
     5.    1.979708E+000    -2.367853E-003    -1.695318E-003
     6.    2.474635E+000    -1.353902E-004    -1.190235E-003
     7.    2.969562E+000    -1.020485E-002    6.238720E-004
     8.    3.464489E+000    1.228265E-002    -1.849464E-004
     9.    3.959416E+000    1.374998E-003    1.387769E-003
    10.    4.454343E+000    1.333758E-003    -6.721497E-004
    11.    4.949270E+000    1.078101E-003    -4.028277E-004
    12.    5.444197E+000    7.908426E-004    1.210391E-004
    13.    5.939124E+000    5.333421E-004    4.900558E-004
    14.    6.434051E+000    7.663235E-004    9.384598E-004
    15.    6.928977E+000    7.855296E-004    -1.737686E-004
    16.    7.423904E+000    8.707287E-004    1.021675E-003
    17.    7.918831E+000    2.343407E-003    2.458336E-003
    18.    8.413758E+000    -3.123395E-004    -1.681541E-003
    19.    8.908686E+000    2.796989E-003    1.672865E-004
    20.    9.403612E+000    1.015194E-003    -2.471194E-003
    21.    9.898540E+000    -1.558142E-003    1.318466E-003
    22.    1.039347E+001    -1.176451E-005    -2.220165E-004
    23.    1.088839E+001    -2.717904E-004    -5.463132E-005
    24.    1.138332E+001    -1.115295E-003    1.015153E-003
    25.    1.187825E+001    -3.349108E-004    1.528344E-004
    26.    1.237317E+001    -5.010968E-005    4.021870E-004
    27.    1.286810E+001    -8.636306E-004    2.134591E-004
    28.    1.336303E+001    -1.672002E-004    3.644630E-004
    29.    1.385795E+001    -3.519781E-005    3.820111E-004
    30.    1.435288E+001    -3.760010E-004    3.075987E-004
    31.    1.484781E+001    -2.280998E-004    1.814154E-004
    32.    1.534274E+001    -9.037923E-005    1.560962E-004
    33.    1.583766E+001    -2.808232E-004    1.378584E-004
    34.    1.633259E+001    -2.122767E-004    8.340266E-005
    35.    1.682752E+001    -6.281104E-005    4.832936E-005
    36.    1.732244E+001    -1.402289E-004    -2.575394E-004
    37.    1.781737E+001    -3.922178E-004    1.202030E-004
    38.    1.831230E+001    -8.907032E-005    -8.307617E-005
    39.    1.880722E+001    -7.657832E-004    -1.936827E-004
    40.    1.930215E+001    1.952973E-004    3.656489E-004
    41.    1.979708E+001    -2.820686E-004    -6.624143E-006
    42.    2.029201E+001    -8.356781E-004    2.479619E-004
    43.    2.078693E+001    4.799608E-004    -3.708293E-004
    44.    2.128186E+001    3.934612E-005    7.756727E-004
