============================================================
Information listing created by :  liux
Date                           :  11/28/2011 2:01:12 PM
Current work part              :  G:\workdir\whell_rail\ProjectForShentong\partsForProjectShentong\ExampleTunnel\wenwei_s.sim
Node name                      :  shi6w401
============================================================

AFU File Name: G:\workdir\whell_rail\ProjectForShentong\Sol109\velocityofSlab.afu
Record Number: 26
Record Name:   node12f
Function Type: Spectrum
    Max Amplitude = 0.0190431 @ Frequency = 2.96956
Spacing:       Even
Data Format:   Complex(Real/Imag)
Abscissa Type: Frequency (Hz)
Ordinate Type: Velocity (m/sec)

Total Point Count: 2021

           X Value          Real             Imaginary

     1.    0.000000E+000    -1.481004E-003    0.000000E+000
     2.    4.949270E-001    1.546335E-003    -4.305746E-003
     3.    9.898539E-001    1.224862E-003    -1.142497E-003
     4.    1.484781E+000    -5.587492E-004    -3.117861E-003
     5.    1.979708E+000    -3.955839E-003    -4.491532E-003
     6.    2.474635E+000    -5.609625E-004    -1.964713E-004
     7.    2.969562E+000    -1.744168E-002    -7.643793E-003
     8.    3.464489E+000    8.627381E-003    1.796507E-003
     9.    3.959416E+000    1.383566E-003    1.135553E-003
    10.    4.454343E+000    -1.193620E-003    1.484703E-007
    11.    4.949270E+000    1.675705E-003    -2.620652E-004
    12.    5.444197E+000    1.521060E-003    -1.896712E-004
    13.    5.939124E+000    -3.267925E-004    2.272443E-004
    14.    6.434051E+000    6.368009E-004    5.943054E-004
    15.    6.928977E+000    5.497832E-004    1.646797E-004
    16.    7.423904E+000    -5.114774E-004    4.035681E-005
    17.    7.918831E+000    4.113080E-004    1.437021E-004
    18.    8.413758E+000    9.837945E-004    6.252433E-004
    19.    8.908686E+000    -7.543064E-004    2.411954E-004
    20.    9.403612E+000    8.911854E-004    1.092665E-003
    21.    9.898540E+000    1.345360E-003    -1.549975E-004
    22.    1.039347E+001    -9.063743E-005    2.834622E-004
    23.    1.088839E+001    1.522503E-003    3.347110E-004
    24.    1.138332E+001    5.743076E-004    -3.375118E-004
    25.    1.187825E+001    -1.215352E-004    -5.474811E-005
    26.    1.237317E+001    7.608547E-004    6.091899E-004
    27.    1.286810E+001    7.631415E-004    -7.805310E-004
    28.    1.336303E+001    -1.428597E-003    -7.421704E-004
    29.    1.385795E+001    -1.178373E-003    -5.590170E-003
    30.    1.435288E+001    2.156068E-003    -3.805583E-004
    31.    1.484781E+001    9.582308E-004    6.779631E-004
    32.    1.534274E+001    4.570939E-004    2.430778E-004
    33.    1.583766E+001    6.128019E-004    2.695784E-005
    34.    1.633259E+001    4.446333E-004    2.406193E-004
    35.    1.682752E+001    3.464333E-004    2.380498E-004
    36.    1.732244E+001    4.141610E-004    3.530478E-004
    37.    1.781737E+001    3.181099E-004    -6.027580E-005
    38.    1.831230E+001    2.509978E-004    2.884281E-004
    39.    1.880722E+001    9.202253E-004    4.881497E-004
    40.    1.930215E+001    -3.332389E-004    -4.734685E-004
    41.    1.979708E+001    3.854851E-004    2.208664E-004
    42.    2.029201E+001    9.089598E-004    2.236049E-005
    43.    2.078693E+001    -4.698684E-004    2.366633E-004
    44.    2.128186E+001    -1.536822E-005    -5.523612E-004
    45.    2.177679E+001    1.185425E-003    -3.540092E-004
