============================================================
Information listing created by :  liux
Date                           :  11/28/2011 2:00:48 PM
Current work part              :  G:\workdir\whell_rail\ProjectForShentong\partsForProjectShentong\ExampleTunnel\wenwei_s.sim
Node name                      :  shi6w401
============================================================

AFU File Name: G:\workdir\whell_rail\ProjectForShentong\Sol109\velocityofSlab.afu
Record Number: 24
Record Name:   node10f
Function Type: Spectrum
    Max Amplitude = 0.00688546 @ Frequency = 2.96956
Spacing:       Even
Data Format:   Complex(Real/Imag)
Abscissa Type: Frequency (Hz)
Ordinate Type: Velocity (m/sec)

Total Point Count: 2021

           X Value          Real             Imaginary

     1.    0.000000E+000    7.077096E-004    0.000000E+000
     2.    4.949270E-001    -2.499388E-003    -3.921606E-003
     3.    9.898539E-001    -2.104983E-003    -2.355400E-004
     4.    1.484781E+000    -1.753141E-003    -1.486435E-003
     5.    1.979708E+000    -5.965118E-004    -1.607085E-003
     6.    2.474635E+000    3.045307E-003    -7.314621E-004
     7.    2.969562E+000    -1.127769E-003    6.792474E-003
     8.    3.464489E+000    4.728079E-003    -6.855820E-004
     9.    3.959416E+000    -4.865053E-004    -5.345257E-004
    10.    4.454343E+000    2.282170E-003    -9.122532E-004
    11.    4.949270E+000    -1.104064E-003    -2.088188E-004
    12.    5.444197E+000    -1.179751E-003    -3.750171E-005
    13.    5.939124E+000    5.253724E-004    -2.315597E-004
    14.    6.434051E+000    -7.464125E-004    -7.024190E-004
    15.    6.928977E+000    -4.114405E-004    -2.741426E-004
    16.    7.423904E+000    4.765851E-004    -1.951166E-004
    17.    7.918831E+000    -1.460179E-003    -7.127755E-004
    18.    8.413758E+000    -5.028263E-004    -1.259120E-004
    19.    8.908686E+000    -4.852005E-004    1.428858E-005
    20.    9.403612E+000    -1.514933E-003    1.064907E-004
    21.    9.898540E+000    -2.057598E-004    -7.934925E-004
    22.    1.039347E+001    2.248707E-004    9.546847E-005
    23.    1.088839E+001    -1.076622E-003    -4.764731E-004
    24.    1.138332E+001    1.203494E-004    -9.008505E-004
    25.    1.187825E+001    5.534330E-004    3.856963E-005
    26.    1.237317E+001    -1.954770E-004    -5.554184E-004
    27.    1.286810E+001    -2.981082E-004    -2.212260E-004
    28.    1.336303E+001    1.808016E-003    5.084125E-004
    29.    1.385795E+001    1.594452E-003    5.469441E-003
    30.    1.435288E+001    -2.090262E-003    -5.592922E-004
    31.    1.484781E+001    -4.797856E-004    -8.201457E-004
    32.    1.534274E+001    -2.348727E-004    -4.021804E-004
    33.    1.583766E+001    -2.381886E-004    -2.614361E-004
    34.    1.633259E+001    -4.737125E-005    -3.741169E-004
    35.    1.682752E+001    -2.340183E-004    -2.424088E-004
    36.    1.732244E+001    -3.334352E-005    1.518179E-004
    37.    1.781737E+001    3.477955E-004    -3.005691E-004
    38.    1.831230E+001    -6.870939E-005    -3.743808E-005
    39.    1.880722E+001    6.737378E-004    2.903418E-004
    40.    1.930215E+001    -2.179509E-004    -7.642919E-004
    41.    1.979708E+001    1.859147E-004    -7.130264E-005
    42.    2.029201E+001    8.980384E-004    3.633718E-005
    43.    2.078693E+001    -8.017687E-004    -1.384218E-004
    44.    2.128186E+001    -5.772799E-005    -7.553843E-004
