============================================================
Information listing created by :  liux
Date                           :  11/28/2011 2:01:00 PM
Current work part              :  G:\workdir\whell_rail\ProjectForShentong\partsForProjectShentong\ExampleTunnel\wenwei_s.sim
Node name                      :  shi6w401
============================================================

AFU File Name: G:\workdir\whell_rail\ProjectForShentong\Sol109\velocityofSlab.afu
Record Number: 25
Record Name:   node11f
Function Type: Spectrum
    Max Amplitude = 0.0122694 @ Frequency = 3.46449
Spacing:       Even
Data Format:   Complex(Real/Imag)
Abscissa Type: Frequency (Hz)
Ordinate Type: Velocity (m/sec)

Total Point Count: 2021

           X Value          Real             Imaginary

     1.    0.000000E+000    -6.106476E-004    0.000000E+000
     2.    4.949270E-001    -7.302557E-004    -4.993843E-003
     3.    9.898539E-001    -7.705889E-004    -2.977855E-003
     4.    1.484781E+000    -1.394825E-003    4.423452E-004
     5.    1.979708E+000    -2.371701E-003    -1.695347E-003
     6.    2.474635E+000    -1.455477E-004    -1.210270E-003
     7.    2.969562E+000    -1.016361E-002    6.221680E-004
     8.    3.464489E+000    1.226844E-002    -1.518713E-004
     9.    3.959416E+000    1.351867E-003    1.382302E-003
    10.    4.454343E+000    1.338325E-003    -6.901840E-004
    11.    4.949270E+000    1.084255E-003    -4.026594E-004
    12.    5.444197E+000    7.928713E-004    1.221579E-004
    13.    5.939124E+000    5.338312E-004    4.907275E-004
    14.    6.434051E+000    7.662212E-004    9.383413E-004
    15.    6.928977E+000    7.860291E-004    -1.739417E-004
    16.    7.423904E+000    8.712420E-004    1.021107E-003
    17.    7.918831E+000    2.345168E-003    2.457091E-003
    18.    8.413758E+000    -3.120448E-004    -1.679735E-003
    19.    8.908686E+000    2.797500E-003    1.672271E-004
    20.    9.403612E+000    1.018066E-003    -2.473216E-003
    21.    9.898540E+000    -1.557276E-003    1.321626E-003
    22.    1.039347E+001    -1.196737E-005    -2.216646E-004
    23.    1.088839E+001    -2.682674E-004    -5.672011E-005
    24.    1.138332E+001    -1.111991E-003    1.020157E-003
    25.    1.187825E+001    -3.357451E-004    1.562073E-004
    26.    1.237317E+001    -4.980911E-005    4.037760E-004
    27.    1.286810E+001    -8.622784E-004    2.162752E-004
    28.    1.336303E+001    -1.678802E-004    3.679336E-004
    29.    1.385795E+001    -3.682228E-005    3.837479E-004
    30.    1.435288E+001    -3.766616E-004    3.099867E-004
    31.    1.484781E+001    -2.278441E-004    1.831919E-004
    32.    1.534274E+001    -9.072546E-005    1.580882E-004
    33.    1.583766E+001    -2.810306E-004    1.406737E-004
    34.    1.633259E+001    -2.133270E-004    8.611306E-005
    35.    1.682752E+001    -6.390455E-005    4.978563E-005
    36.    1.732244E+001    -1.344583E-004    -2.525189E-004
    37.    1.781737E+001    -3.942898E-004    1.292251E-004
    38.    1.831230E+001    -9.387868E-005    -7.279373E-005
    39.    1.880722E+001    -7.843419E-004    -1.719272E-004
    40.    1.930215E+001    1.877093E-004    3.411004E-004
    41.    1.979708E+001    -2.749431E-004    -1.596693E-005
    42.    2.029201E+001    -8.679596E-004    2.903323E-004
    43.    2.078693E+001    4.838668E-004    -4.108440E-004
    44.    2.128186E+001    3.522823E-005    7.725685E-004
